Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Using a Markov chain model in quality function deployment to analyse customer requirements","The International Journal of Advanced Manufacturing Technology","","30","1 - 2","10.1007/s00170-005-0023-z","Hsin-Hung WuJiunn-I Shieh","2006","http://link.springer.com/article/10.1007/s00170-005-0023-z","Article"
"Contents","Journal of Inherited Metabolic Disease","","29","1","10.1007/s10545-006-9995-6","","2006","http://link.springer.com/article/10.1007/s10545-006-9995-6","Article"
"Germination and seedling survival in fens undergoing succession","Plant Ecology","","185","2","10.1007/s11258-006-9100-0","Tom Van den BroekBoudewijn Beltman","2006","http://link.springer.com/article/10.1007/s11258-006-9100-0","Article"
"Potential environmental fate of elsinochrome A, a perylenequinone toxin produced in culture by bindweed biocontrol fungus Stagonospora convolvuli LA39","Environmentalist","","26","3","10.1007/s10669-006-7830-0","M. O. AhonsiD. BossM. MaurhoferG. Défago","2006","http://link.springer.com/article/10.1007/s10669-006-7830-0","Article"
"Hybrid powertrain systems in simulation","ATZ worldwide","","108","9","10.1007/BF03224848","Matthias KüsellDieter Kraft","2006","http://link.springer.com/article/10.1007/BF03224848","Article"
"Rapid one-of-a-kind production","The International Journal of Advanced Manufacturing Technology","","29","5 - 6","10.1007/BF02729102","Y. L. TuS. Q. XieJ. J. Kam","2006","http://link.springer.com/article/10.1007/BF02729102","Article"
"An intelligent estimation method for product design time","The International Journal of Advanced Manufacturing Technology","","30","7 - 8","10.1007/s00170-005-0098-6","D. XuH. -S. Yan","2006","http://link.springer.com/article/10.1007/s00170-005-0098-6","Article"
"Liberalization, the wage Differential, and Capital-Skill Complementarity: A CGE Analysis","International Journal of Economic Policy Studies","","1","1","10.1007/BF03405693","Hikari Ban","2006","http://link.springer.com/article/10.1007/BF03405693","Article"
"Evaluation of techniques for manufacturing process analysis","Journal of Intelligent Manufacturing","","17","5","10.1007/s10845-006-0025-1","J. C. Hernandez-MatiasA. VizanA. HidalgoJ. Rios","2006","http://link.springer.com/article/10.1007/s10845-006-0025-1","Article"
"A survey of credibility theory","Fuzzy Optimization and Decision Making","","5","4","10.1007/s10700-006-0016-x","Baoding Liu","2006","http://link.springer.com/article/10.1007/s10700-006-0016-x","Article"
"A Six-sigma approach for benchmarking of RP&M processes","The International Journal of Advanced Manufacturing Technology","","31","3 - 4","10.1007/s00170-005-0201-z","M. MaheshY. S. WongJ. Y. H. FuhH. T. Loh","2006","http://link.springer.com/article/10.1007/s00170-005-0201-z","Article"
"A grounded theory on abstracts quality: Weighting variables and attributes","Scientometrics","","69","2","10.1007/s11192-006-0150-9","Maria Pinto","2006","http://link.springer.com/article/10.1007/s11192-006-0150-9","Article"
"Multi-vector feature space based on pseudo-Euclidean space and oblique basis","Multimedia Tools and Applications","","31","3","10.1007/s11042-006-0045-z","Yasuo YamaneTadashi HoshiaiHiroshi TsudaManabu OhtaKaoru KatayamaHiroshi Ishikawa","2006","http://link.springer.com/article/10.1007/s11042-006-0045-z","Article"
"A methodology for developing product platforms in the specific setting of the housebuilding industry","Research in Engineering Design","","17","3","10.1007/s00163-006-0022-6","Vanessa S. VeenstraJohannes I. M. HalmanJohannes T. Voordijk","2006","http://link.springer.com/article/10.1007/s00163-006-0022-6","Article"
"Abstracts from the 6th International Conference on the Engineering of Sport, 10–14 July 2006, Olympic Hall, Munich, Germany","Sports Engineering","","9","4","10.1007/BF02866061","Anton GerritsChris Lewis JonesRafael ValeroMaximilian MüllerVeit SennerMichael KrohnAndreas KruegerKerstin WitteJuergen Edelmann-NusserAlexandros GiannakisClaude StrickerGiorgos KotrotsiosSonali K. ShahAlexander PodgaetsWubbo OckelsKazuya Seo","2006","http://link.springer.com/article/10.1007/BF02866061","Article"
"Impact of Medicaid Preferred Drug Lists on Therapeutic Adherence","PharmacoEconomics","","24","3","10.2165/00019053-200624003-00006","David B. RidleyKirsten J. Axelsen","2006","http://link.springer.com/article/10.2165/00019053-200624003-00006","Article"
"Cost-based, integrated design optimization","Structural and Multidisciplinary Optimization","","32","6","10.1007/s00158-006-0026-x","Azhar IqbalJorn S. Hansen","2006","http://link.springer.com/article/10.1007/s00158-006-0026-x","Article"
"AI and OR in management of operations: history and trends","Journal of the Operational Research Society","","58","1","10.1057/palgrave.jors.2602132","K A H KobbacyS VaderaM H Rasmy","2007","http://link.springer.com/article/10.1057/palgrave.jors.2602132","Article"
"The Impact of Top Management Commitment on Total Quality Management Practice: An Exploratory Study in the Thai Garment Industry","Global Journal of Flexible Systems Management","","8","1 - 2","10.1007/BF03396517","Mesbahuddin ChowdhuryHimangshu PaulAnupam Das","2007","http://link.springer.com/article/10.1007/BF03396517","Article"
"Product family design and platform-based product development: a state-of-the-art review","Journal of Intelligent Manufacturing","","18","1","10.1007/s10845-007-0003-2","Jianxin (Roger) JiaoTimothy W. SimpsonZahed Siddique","2007","http://link.springer.com/article/10.1007/s10845-007-0003-2","Article"
"Individual Differences in Responses to Provocation and Frequent Victimization by Peers","Child Psychiatry and Human Development","","37","3","10.1007/s10578-006-0030-9","Kelly M. ChampionDaniel L. Clay","2007","http://link.springer.com/article/10.1007/s10578-006-0030-9","Article"
"A multi-criteria assessment tool for screening preliminary product platform concepts","Journal of Intelligent Manufacturing","","18","1","10.1007/s10845-007-0004-1","Kevin OttoKatja Hölttä-Otto","2007","http://link.springer.com/article/10.1007/s10845-007-0004-1","Article"
"Development and implementation of an integrated quality information system—a China experience","The International Journal of Advanced Manufacturing Technology","","32","5 - 6","10.1007/s00170-005-0356-7","Xiaoqing TangGuijiang DuanKwai-Sang Chin","2007","http://link.springer.com/article/10.1007/s00170-005-0356-7","Article"
"The effect of improved readability scores on consumers’ perceptions of the quality of health information on the internet","Journal of Cancer Education","","22","1","10.1007/BF03174369","Benjamin R. Bates PHDSharon M. Romina BARukhsana Ahmed MA","2007","http://link.springer.com/article/10.1007/BF03174369","Article"
"Robust design modeling with correlated quality characteristics using a multicriteria decision framework","The International Journal of Advanced Manufacturing Technology","","32","5 - 6","10.1007/s00170-005-0349-6","Srikrishna Madhumohan GovindaluriByung Rae Cho","2007","http://link.springer.com/article/10.1007/s00170-005-0349-6","Article"
"A generic genetic algorithm for product family design","Journal of Intelligent Manufacturing","","18","2","10.1007/s10845-007-0019-7","Jianxin (Roger) JiaoYiyang ZhangYi Wang","2007","http://link.springer.com/article/10.1007/s10845-007-0019-7","Article"
"Hydrogen-like atom with nonnegative quantum distribution function","Physics of Atomic Nuclei","","70","4","10.1134/S1063778807040229","A. V. ZorinL. A. Sevastianov","2007","http://link.springer.com/article/10.1134/S1063778807040229","Article"
"A comprehensive analysis of U.S. counties’ e-Government portals: development status and functionalities","European Journal of Information Systems","","16","2","10.1057/palgrave.ejis.3000675","Zhenyu Huang","2007","http://link.springer.com/article/10.1057/palgrave.ejis.3000675","Article"
"Methodological problems in QFD and directions for future development","Research in Engineering Design","","18","1","10.1007/s00163-007-0029-7","Ibo van de Poel","2007","http://link.springer.com/article/10.1007/s00163-007-0029-7","Article"
"A quality-engineering-based approach for conceptual product design","The International Journal of Advanced Manufacturing Technology","","32","11 - 12","10.1007/s00170-006-0434-5","Richard Y. K. FungYizeng ChenJiafu Tang","2007","http://link.springer.com/article/10.1007/s00170-006-0434-5","Article"
"Comments on the editorial 'On quality of a measurement result'","Accreditation and Quality Assurance","","12","5","10.1007/s00769-006-0255-0","Jan S. Krouwer","2007","http://link.springer.com/article/10.1007/s00769-006-0255-0","Article"
"The Design Guidelines (DGLs), a knowledge-based system for industrial design developed accordingly to ISO-GPS (Geometrical Product Specifications) concepts","Research in Engineering Design","","18","1","10.1007/s00163-007-0026-x","Stefano FilippiIlaria Cristofolini","2007","http://link.springer.com/article/10.1007/s00163-007-0026-x","Article"
"An engineering design knowledge reuse methodology using process modelling","Research in Engineering Design","","18","1","10.1007/s00163-007-0028-8","David BaxterJames GaoKeith CaseJenny HardingBob YoungSean CochraneShilpa Dani","2007","http://link.springer.com/article/10.1007/s00163-007-0028-8","Article"
"Design creativity in product innovation","The International Journal of Advanced Manufacturing Technology","","33","3 - 4","10.1007/s00170-006-0457-y","Yan LiJian WangXianglong LiWu Zhao","2007","http://link.springer.com/article/10.1007/s00170-006-0457-y","Article"
"Evaluation of design alternatives in collaborative development and production of modular products","The International Journal of Advanced Manufacturing Technology","","33","11 - 12","10.1007/s00170-006-0548-9","Hsu-Fang HungHsing-Pei KaoKuo-Cheng Ku","2007","http://link.springer.com/article/10.1007/s00170-006-0548-9","Article"
"Flexible product platforms: framework and case study","Research in Engineering Design","","18","2","10.1007/s00163-007-0032-z","Eun Suk SuhOlivier L. de WeckDavid Chang","2007","http://link.springer.com/article/10.1007/s00163-007-0032-z","Article"
"An object-oriented reference model of the fuzzy front end of the new product introduction process","The International Journal of Advanced Manufacturing Technology","","34","7 - 8","10.1007/s00170-006-0645-9","M. A. WilliamsA. K. KochharC. Tennant","2007","http://link.springer.com/article/10.1007/s00170-006-0645-9","Article"
"Preference for gender of health care provider in management of erectile dysfunction","International Journal of Impotence Research","","19","5","10.1038/sj.ijir.3901553","M H CarrejoD J BallaR S Tan","2007","http://link.springer.com/article/10.1038/sj.ijir.3901553","Article"
"Optimization of steering behavior","ATZ worldwide","","109","11","10.1007/BF03224967","Bernhard SchickMasaki YamamotoIkuo KushiroStefan ReschRobert MatawaNaoki Hagiwara","2007","http://link.springer.com/article/10.1007/BF03224967","Article"
"Failure evaluation and the establishment of an improvement model for product data management introduced to enterprises","The International Journal of Advanced Manufacturing Technology","","35","1 - 2","10.1007/s00170-006-0705-1","S. C. ChenJ. M. HuangC. C. YangW. T. LinR. J. Chen","2007","http://link.springer.com/article/10.1007/s00170-006-0705-1","Article"
"On the module identification for product family development","The International Journal of Advanced Manufacturing Technology","","35","1 - 2","10.1007/s00170-006-0712-2","Xianghui MengZuhua JiangGQ Huang","2007","http://link.springer.com/article/10.1007/s00170-006-0712-2","Article"
"An evaluation model of product upgradeability for remanufacture","The International Journal of Advanced Manufacturing Technology","","35","1 - 2","10.1007/s00170-006-0698-9","Ke XingMartin BeluskoLee LuongKazem Abhary","2007","http://link.springer.com/article/10.1007/s00170-006-0698-9","Article"
"Evaluation of relative performance of product designs: A fuzzy dea approach to quality function deployment","OPSEARCH","","44","4","10.1007/BF03398797","Ranjan PalJeebak MitraManabendra N. Pal","2007","http://link.springer.com/article/10.1007/BF03398797","Article"
"Defects tracking matrix for mass customization production based on house of quality","International Journal of Flexible Manufacturing Systems","","19","4","10.1007/s10696-007-9025-5","Hua WangZhongqin Lin","2007","http://link.springer.com/article/10.1007/s10696-007-9025-5","Article"
"Analytical affective design with ambient intelligence for mass customization and personalization","International Journal of Flexible Manufacturing Systems","","19","4","10.1007/s10696-008-9032-1","Roger J. JiaoQianli XuJun DuYiyang ZhangMartin HelanderHalimahtun M. KhalidPetri HeloCheng Ni","2007","http://link.springer.com/article/10.1007/s10696-008-9032-1","Article"
"Modeling customized product configuration in large assembly manufacturing with supply-chain considerations","International Journal of Flexible Manufacturing Systems","","19","4","10.1007/s10696-008-9041-0","Roberto F. LuThomas D. PetersenRichard L. Storch","2007","http://link.springer.com/article/10.1007/s10696-008-9041-0","Article"
"The customer concept in university services: A classification","International Review on Public and Non Profit Marketing","","4","1 - 2","10.1007/BF03180755","Mercedes MarzoMarta PedrajaPilar Rivera","2007","http://link.springer.com/article/10.1007/BF03180755","Article"
"Service value networks: Into practice","Journal of Systems Science and Systems Engineering","","16","4","10.1007/s11518-007-5057-3","John Hamilton","2007","http://link.springer.com/article/10.1007/s11518-007-5057-3","Article"
"From mass customization to mass personalization: a strategic transformation","International Journal of Flexible Manufacturing Systems","","19","4","10.1007/s10696-008-9048-6","Ashok Kumar","2007","http://link.springer.com/article/10.1007/s10696-008-9048-6","Article"
"Integrated configuration and holistic evaluation of technology chains within process planning","Production Engineering","","1","4","10.1007/s11740-007-0055-3","Joachim MilbergStefan Müller","2007","http://link.springer.com/article/10.1007/s11740-007-0055-3","Article"
